Seller ID, Buyer ID, Amount
10491,88652,9
13548,88873,24
86219,88880,5
15869,89158,103
54786,89195,116
192324,89362,33
47004,89952,1085
154958,89976,6
178573,89976,8
93075,90422,46
97862,90422,16
177941,90461,33
168277,90482,44
43761,90803,295
153776,91280,6
6941,91308,31
240335,91414,38
29991,63361,223
80176,63642,9
79382,63679,53
4935,63691,6
137492,64289,55
80157,64643,15
41231,64842,28
136937,64904,23
236090,64904,39
121778,64988,29
2134,65158,66
6722,65158,66
55739,65158,6
56462,65158,548
87317,65158,24
90848,65209,5
10652,65929,12
135664,65992,5
52857,66123,6
61616,66243,7
210110,66472,24
170476,66488,16
138501,66862,8
20718,67151,50
25663,67151,57
29144,67266,10
231220,67272,34
63361,67328,400
113374,67367,5
1072,67589,229
250931,67665,155
15869,68342,9
48978,68784,16
33068,68808,31
113114,68821,5
148082,68924,5
178545,68924,10
13548,68949,6
140780,68949,10
83711,69138,22
149149,69138,6
12520,69700,7
41360,69700,36
63361,69700,13
149523,69700,11
119835,69847,15
22409,69937,45
43162,69937,80
86038,69937,12
90461,70498,30
243825,70580,7
51387,70680,12
97846,71107,45
47004,71364,96
123894,71364,124
128428,71463,5
219108,71463,22
15503,71529,124
236626,71925,16
150166,72071,181
594,72196,217
1193,72491,59
124722,72706,25
32693,72932,612
2072,72949,10
164822,72998,21
27636,73085,179
112760,73120,10
2415,73187,7
89323,73225,8
125158,73578,24
2070,73646,429
236626,73646,14
2070,73661,5
67585,73696,6
26444,73705,52
50763,73705,88
89952,73798,33
206693,73798,59
8653,73969,14
232862,74308,11
77902,74434,6
128428,74720,5
215728,74720,21
83103,75125,17
25663,75292,56
6722,75320,12
134857,75320,13
188941,75935,56
184954,76220,8
7055,76733,117
236090,76853,7
84709,77116,20
182106,77494,43
240941,77494,9
31713,77869,6
91955,77902,62
2159,78146,33
145650,78864,5
17371,79963,5
150652,80107,20
193380,80107,5
139434,80176,11
3341,80888,51
24962,80928,11
126723,80981,5
159660,81502,16
40730,81634,84
212246,81634,22
110815,81665,5
128716,81665,6
87317,81668,11
102908,81978,39
52701,82026,10
97263,82026,87
179636,82167,17
239403,82167,7
110362,82216,18
43761,82583,42
18426,82715,5
67589,83034,52
17589,83041,11
35086,83065,14
50778,83103,302
128428,83195,61
111264,83257,23
19240,83397,26
138116,83775,17
41385,84030,16
163135,84331,11
120578,85034,5
95437,85094,43
43761,85291,170
203331,85302,6
145008,85495,35
91887,85561,12
25663,85588,6
50777,85684,20
115828,85940,163
53712,86412,38
69700,86412,22
173531,86412,744
60248,86659,10
38794,86707,31
50789,86707,33
69794,66662,7
107120,67101,10
116361,67184,7
27636,67243,7
13548,67251,7
3771,67266,4332
6941,67272,172
18216,67272,8
25663,67328,24
83103,67328,194
124788,67589,31
3771,67665,158
161653,67665,12
96531,67880,10
11957,68006,52
121276,68040,5
222325,68040,6
6941,68808,222
71364,68808,483
9403,68821,8
33449,69826,9
35086,69937,394
16889,70680,23
241842,70693,5
2102,71046,38
40730,71364,6
52725,71364,14
116971,71364,602
47004,71725,985
149126,71925,13
26501,72196,13
78121,72352,23
707,72455,2244
44566,72455,147
105466,72525,6
34217,73187,54
192221,73192,6
6941,73338,15
47030,73578,17
43761,74168,5
101737,74442,21
93225,74766,24
219712,74895,91
6941,74924,13
13513,74971,213
115828,74971,101
2070,74993,6
248403,75125,5
123284,75748,8
78121,76095,11
19240,76220,235
149004,76220,7
75019,76552,12
152209,76730,18
153054,76730,9
145710,77125,10
12647,77185,8
96531,77240,5
20597,77449,5
74761,77492,15
231297,77492,105
64989,77580,12
167470,77869,17
29282,78121,26
11106,78266,16
14136,78699,11
17476,78708,91
21097,78708,15
25490,78708,22
61618,78708,8
89501,78708,8
111245,78717,62
225421,78844,12
100470,78960,17
26444,78974,5
140780,79019,21
98698,79552,10
105466,79562,11
21229,79963,10
32564,79996,19
217251,80109,5
91955,80784,41
50763,80919,8
245014,80919,5
41508,81124,5
71557,81124,138
209432,81618,8
25674,81627,44
47004,81634,2611
204546,81665,5
8653,82167,120
203331,82167,6
17476,82216,6
22412,82216,20
15869,82486,17
25902,82715,15
223651,83003,56
707,83065,27
25663,83103,236
52515,83103,9
145650,83103,8
177941,83103,46
90422,83195,12
41360,83229,110
50762,83229,117
181835,83257,6
12647,83337,57
212246,83529,18
166123,84025,26
52366,84030,11
13513,84331,6
6941,84419,14
97862,84419,90
222502,84937,6
239508,85040,5
29144,85053,5
35133,85053,6
248912,85178,9
124929,85256,8
36449,85293,11
87317,85588,129
9403,85684,9
2070,85754,14
150218,85865,5
56462,85940,24
122603,86260,44
70498,86412,18
13594,86450,7
125023,86573,9
15503,86816,16
97862,86891,118
97306,86943,7
45304,87317,8
77242,87535,5
235672,87544,32
15503,87566,14
7164,87655,7
19886,87931,17
52857,88060,45
108045,88276,5
18056,88510,27
61206,88954,18
94702,89711,423
163804,89786,31
25524,89996,24
12640,73241,15
126234,73436,5
2072,73698,356
78146,73798,44
212246,73831,17
248403,74720,14
90391,74761,9
52454,75019,64
115828,75125,8
75683,75292,6
148354,75524,7
80056,75553,14
85291,75683,5
89470,75725,56
68781,75726,19
77279,75748,10
80056,75919,5
87317,75975,113
80103,76095,19
165922,77183,32
12640,77185,46
20342,77301,5
19240,77424,21
136332,77424,58
152471,77492,10
83711,77924,6
60248,77956,9
81083,77956,21
220850,77956,8
31713,78146,25
14432,78959,5
91955,78959,67
116524,78959,8
157123,79000,15
11957,79426,40
170476,79426,9
93375,79627,16
80056,79963,36
103243,79963,20
192944,79963,7
98027,80056,8
248403,80109,12
51387,80176,35
83103,80856,7
145710,80981,11
26646,81547,6
6722,81634,18
15503,81931,107
13513,82026,60
2132,82167,38
218702,82167,25
198574,82180,6
8923,82195,63
17371,82216,7
6722,82293,7
185047,82338,38
99559,82606,48
59106,83103,77
47004,83711,190
25499,83955,14
128428,84025,69
201699,84085,12
11382,84302,88
98653,84419,791
99756,85108,7
50762,85291,95
63361,85291,17
13548,85495,104
142370,85651,10
240015,85699,8
81668,85860,7
217981,86078,5
6941,86260,24
43761,86591,82
26444,86716,6
35163,86780,13
121828,86835,5
22131,86872,5
98653,86891,6
99559,86891,22
74971,86943,11
128428,86960,31
144475,86994,6
8441,87048,15
53400,87279,8
9403,87317,6
179879,87426,5
218343,87536,74
35086,87632,6
25544,87922,16
50777,88128,46
102963,88307,10
229420,88345,6
123020,88480,41
17506,88652,58
6941,89195,99
122084,89281,8
202295,89348,13
2132,89362,76
4926,89470,30
18216,89561,9
28624,89675,12
27850,89759,7
125840,89901,15
47030,89952,649
25663,89996,9
114768,90254,20
7199,90391,2174
87317,90422,1248
75683,90461,60
91845,90461,9
131272,90461,707
83103,90482,6
90461,90482,19
2072,90803,295
5748,90803,7
148354,91036,8
69039,91334,13
4555,91584,78
15503,91655,11
110815,91689,18
90461,91845,6
140069,91955,10
6789,91989,323
6784,92065,5
157295,92171,5
93864,92713,14
74456,92722,25
73705,92757,6
35133,93086,12
168277,93086,86
21792,93166,12
148354,93335,10
131186,93492,17
142827,93492,21
15503,93527,11
233918,93527,5
21742,93719,44
131129,94131,13
95598,94198,5
212152,94543,5
12640,94633,32
97287,95002,28
226821,95053,39
47004,95077,146
207414,117484,261
220971,117484,50
116865,118211,25
5748,118567,7
163409,118645,43
10390,119073,5
89158,119096,7
141316,119096,6
31713,119140,16
82715,119300,10
190624,119300,23
50763,120124,8
91887,120213,66
120577,120312,8
88954,120377,14
100470,120789,14
184792,120789,32
12640,120824,10
104460,120993,19
22412,121071,9
12640,121227,9
165922,121250,35
74456,121681,12
52857,122018,7
100912,122018,22
170476,122049,47
45827,122050,20
99132,122050,42
99559,122050,17
112039,122050,22
13548,122302,43
150607,122446,5
2072,122780,41
109427,122784,7
11382,123106,36
173531,123120,7
85588,123128,27
35086,123268,37
123596,123344,29
50777,123346,16
184792,123346,7
5748,123465,19
97846,123559,11
109414,123940,14
170476,124138,16
57645,124373,74
68781,124373,10
187077,124547,12
19417,124681,26
159101,124712,17
130937,124715,6
18216,124929,21
111245,124929,33
14348,124975,134
61616,125078,14
170476,125274,7
83219,125386,21
89952,125514,8
170476,125542,28
112039,126044,40
73378,126050,33
191457,126081,10
41783,126221,24
163409,126234,17
135232,126408,5
3771,126442,31
29991,126442,283
85291,126442,9
201759,126527,8
72196,126635,38
51387,127273,17
148354,127733,8
37989,128087,6
234147,128332,13
14136,128420,5
55716,128626,13
170283,128716,5
25674,129008,1057
183831,129231,43
68040,129313,30
210978,129313,6
11049,129483,14
232862,129685,17
87360,130170,5
9403,130473,24
16250,131010,15
67272,131102,30
136476,131103,5
105457,131186,8
123940,131648,11
81083,131732,34
56462,132181,38
123809,132181,11
15869,132542,26
238988,133199,22
3341,133743,16
88954,133796,18
152209,135138,163
122049,135252,39
175454,136068,5
214932,136190,19
31713,136387,126
83711,137002,25
5748,137216,14
22412,137383,12
40411,137383,12
141833,137383,5
109416,137868,31
231171,137993,10
101306,138501,11
7199,138597,12
15869,138657,20
59938,138668,171
20507,138701,11
83103,138944,13
41762,139130,24
91887,139398,5
47004,139443,37
26501,139546,8
50778,140153,5
15503,140780,64
138701,140989,6
120993,140991,36
157476,141054,22
100649,141533,6
141025,141533,11
46107,141586,5
219641,141833,45
19487,141851,7
47004,141851,5
145482,141851,56
155488,142370,9
15869,142469,94
102042,142560,19
112086,142783,12
136336,143196,6
122084,143241,6
88954,143791,10
217026,143935,39
7199,144395,133
90803,144701,20
83103,144710,23
150570,144749,11
74456,144878,77
74971,144940,102
226821,93527,9
14136,93917,19
100484,94002,59
14432,94198,39
88954,94214,41
142838,94327,9
118816,94365,10
90307,94612,5
162110,94728,35
241842,95334,92
97217,95420,8
187113,95506,39
257470,95942,18
63361,95954,56
15503,96317,12
15869,96317,235
19487,96317,86
49189,96317,64
126442,96317,12
2591,96340,39
52515,96616,63
145033,96665,17
45649,96928,6
163997,96929,5
157111,97134,33
77869,97287,8
49240,97422,7
13548,97862,129
20311,97862,11
40730,97862,20
41386,97862,21
52725,97862,12
56462,97862,84
87317,97862,79
91375,97999,5
205552,97999,14
80056,98027,217
120578,98252,6
15503,98653,86
113361,98687,5
99559,99132,93
50763,99559,10
50259,99843,14
93492,100407,8
26427,100448,5
87317,100470,8
239403,100484,70
9902,100912,37
194922,100912,468
234658,100912,167
8653,101008,7
35133,101169,8
7199,101350,11
142528,101387,10
54573,101720,5
45154,101862,30
52454,101862,13
4935,101898,12
2072,101981,17
6941,102041,161
2134,102042,62
145150,102355,175
163409,102947,23
17509,103012,9
12520,103040,131
91887,103040,13
239573,103478,6
81932,103545,16
171243,103576,26
103243,103985,39
97862,104463,7
2070,104531,5
52177,104590,10
22214,104596,36
65992,105080,21
87317,105167,351
15503,105439,10
50917,106279,9
47004,106680,285
132542,106750,6
40730,107120,18
52725,107120,10
122308,107672,38
46107,107999,7
18534,108024,7
52725,108192,14
107120,108469,29
128428,108579,6
244170,108579,20
127039,109339,14
139142,109339,10
20507,109414,20
29189,109414,246
205344,109426,7
97846,109427,93
87317,109545,10
123596,109545,96
1901,109822,27
155511,109836,18
17625,110815,7
29144,110815,15
61616,110815,49
17476,111224,14
73338,111224,41
83103,111224,125
43761,111245,6
207414,111245,26
85651,112229,36
5671,112374,17
168970,112374,11
47004,112394,6
168597,112394,8
95954,113239,21
109988,113239,66
11049,113450,7
146481,113482,8
162035,113701,24
6941,113707,10
83103,113730,5
178461,113966,5
246852,113966,10
118183,114002,42
174254,114038,28
100912,114370,13
59938,114627,5
26444,114648,226
38886,114708,8
707,114713,531
15159,114817,10
42359,114829,10
114768,114868,42
58150,115171,7
127060,115227,6
15132,115477,18
2132,115573,20
52725,116012,33
41923,116361,16
127748,116361,36
3381,116430,44
111245,116613,13
163409,116651,13
45649,117167,7
50777,117235,10
119804,117386,12
157074,117432,6
72196,89586,11
177941,89711,40
96616,90020,8
13548,90461,96
16083,90461,9
91887,90461,148
131102,90768,73
136238,90830,8
12640,91037,28
90519,91093,15
75125,91114,51
52701,91308,10
112073,91413,13
15503,91414,23
19417,91414,151
88058,91584,47
158264,91584,16
85940,91702,19
76661,91873,5
239403,91973,5
90422,91988,29
13548,92065,103
27000,92157,10
210575,92281,19
600,92527,9
19471,92527,7
35086,92703,5
256720,92703,6
160319,92705,16
96928,92713,9
99132,92757,5
11049,92822,29
12640,93020,8
91887,93142,23
113550,93166,5
2196,93719,55
149440,93917,106
164850,94198,24
119223,94301,25
7055,94399,98
166360,94679,40
72196,94827,11
6941,95002,83
234147,95002,9
27636,95040,8
49189,95077,7
184792,95598,25
148354,95691,10
87317,95954,144
47004,96152,52
6722,96317,890
127273,96317,35
239403,96317,12
19240,96396,27
185898,96396,156
89492,96417,6
15869,96596,133
142090,96715,7
186850,96928,7
131272,96940,31
194922,96940,8
123291,96975,10
102385,97272,5
707,97403,15
36342,97403,9
13513,97420,11
48492,97440,5
63361,97573,9
92527,97595,6
202845,97727,20
232862,97733,9
129617,97743,48
43761,97862,5
115828,97862,19
81083,98198,7
186456,98340,18
222737,98585,10
138668,98648,25
141987,98648,8
60042,99075,8
99559,99075,66
35950,99132,8
102947,99362,10
178930,99991,6
17506,99998,5
123848,100470,5
6729,100484,14
221734,100484,10
234658,100484,68
102149,100572,5
123940,101169,61
127748,101285,6
19240,102042,147
107120,102042,8
7199,102182,33
116430,102459,10
6729,102947,160
47004,102947,133
29144,103040,47
117584,103175,5
122018,103972,6
55695,103985,511
91887,104531,19
145718,104596,5
90391,105027,6
109545,105029,23
25674,105080,221
99132,105457,194
141592,105457,145
26501,105642,14
65158,105971,12
151800,106279,5
16169,106693,5
97846,106693,6
6722,107120,65
102125,107223,11
131272,107223,27
87317,108020,51
2134,108579,18
210575,109002,5
83103,109414,5
111245,109416,8
170476,109426,137
14429,109427,183
81634,109543,7
113147,110252,16
59106,110520,40
83711,111002,13
13548,111224,178
252569,111224,9
29991,111245,10
16429,111264,7
130849,111382,28
74895,111564,5
9354,112348,138
142432,112394,5
109414,112445,16
91459,112848,5
75551,112989,51
10390,113137,13
1653,113239,15
18216,113318,752
16488,113341,18
72196,113543,7
128428,113589,6
93225,67549,12
88480,67795,19
241566,67795,5
55739,68342,8
142227,68821,27
4698,68924,30
74168,68949,5
47004,69138,17
73845,69677,5
90848,69794,5
96923,70478,10
47004,70524,16
251966,70652,36
108517,70702,105
239668,70790,5
20718,71107,13
2070,71128,6
236090,71418,179
114708,71463,6
199224,71488,7
74798,71925,8
63065,72004,8
2070,72071,6
707,72491,82
115828,72491,22
180755,72525,17
19471,72556,12
93903,72556,5
9403,72580,13
15503,73183,5
46107,73225,5
94702,73314,9
31713,73628,5
40411,73705,11
102947,74895,271
9468,74971,163
15869,75019,504
59106,75125,11
139434,75320,60
123596,75725,36
13548,76061,5
2132,76220,25
63361,76598,12
102385,76647,217
136068,76730,49
50777,77199,178
99233,77199,60
118946,77199,33
149440,77199,74
11382,77419,15
47004,77419,198
123020,77424,60
116430,77483,17
219712,77868,22
15503,77884,11
89642,77956,12
69847,77962,5
129137,78703,13
133553,78948,13
240941,79019,20
99756,79382,16
149464,79522,6
137023,79552,5
96531,79626,5
10491,79627,260
15869,79942,77
95437,79959,7
40052,80012,21
43761,80499,48
119087,80784,5
170476,80981,54
174138,81471,9
112086,81627,5
3771,81634,33
12520,81634,11
13594,81655,9
88954,81668,7
147131,81978,13
162110,81978,10
24369,82026,41
6722,82167,20
61206,82167,8
81634,82486,16
105080,83003,17
29991,83034,53
15869,83529,216
40730,83711,32
66035,83761,12
139506,84125,7
89470,85039,9
12640,85040,8
147251,85048,19
71557,85053,12
10390,85108,31
18216,85291,40
97862,85291,5
131272,85291,15
115828,85588,6
6941,85684,26
185047,85901,7
70498,85940,164
111245,85940,1066
210110,85946,16
140989,86339,60
41508,86683,107
91955,86707,54
220996,86707,18
25852,86891,102
123940,87087,9
227570,87087,12
92822,87191,10
707,87317,52
115828,87317,5
70068,87426,13
85651,87632,19
52725,87655,5
202046,87935,11
184123,88058,5
8441,88480,72
15503,88480,23
10278,88493,12
707,88510,15
246403,88654,10
59584,88724,12
2132,88802,6
15503,88873,14
19240,88873,30
97846,89008,32
201261,89195,5
55739,89470,83
219741,89675,8
140780,89744,36
15869,89952,382
50786,89996,19
75125,90422,66
75019,90906,17
52090,91093,37
49189,91114,352
100470,91114,72
43761,91195,5
12520,91280,7
47004,91280,59
143297,91308,15
5418,91459,402
94657,91689,28
27556,64643,16
82998,64710,31
64989,64990,12
49322,65158,24
52578,65887,45
50825,65999,5
47004,67101,128
50777,67132,23
55716,67266,63
35086,67272,509
234147,67272,10
103442,67285,22
184954,67328,59
31713,68575,17
150652,68724,7
66594,68755,34
212338,69039,8
55716,69138,13
45649,69504,11
31713,69677,27
47030,69677,28
88954,69677,24
181655,69794,7
43761,69847,173
10855,69937,32
13482,70027,21
73831,70475,174
4678,70478,178
163765,70478,7
225858,70478,10
36352,70680,40
82998,70726,18
15503,71046,7
68808,71364,67
102947,71364,23
154238,71364,26
21673,71529,5
63361,71555,32
247413,71555,25
20311,71725,735
112382,71925,9
101305,72352,5
184020,72352,6
26501,72489,13
91887,72491,22
33068,73120,49
17003,73272,9
16429,73314,5
87317,73314,88
179300,73338,8
149159,73347,9
15503,73618,28
5625,73705,15
52725,73831,22
232862,74155,12
87360,74542,29
94198,74644,148
40411,74720,25
74456,74761,72
91459,74766,12
45304,74943,16
4678,74971,17
6722,74971,150
117484,74971,56
95289,75553,371
6729,75919,11
52725,76486,33
91887,76486,16
97287,76486,5
157295,76591,5
26501,76631,20
174779,76646,46
8441,77328,29
74971,77328,5
7199,77419,10
14136,77419,16
123596,77424,87
112086,77496,11
19976,78146,548
114390,78697,13
4935,78699,13
80056,78708,10
19240,79019,66
59584,79634,8
100484,79963,30
69794,80038,12
209432,80109,5
20507,80197,28
92503,80251,8
116524,80784,93
101079,81648,9
138701,81668,11
77242,81678,12
78974,82228,21
90461,82583,10
10855,83103,16
94702,83103,275
83108,83107,14
120380,83756,5
1193,83955,12
143048,84025,6
209432,84419,562
88128,84873,5
227989,85048,10
52871,85256,94
12520,85291,24
36186,85380,8
81655,85380,5
15503,85588,68
25674,85665,17
45649,85665,5
128428,85684,78
19476,85911,23
90461,85940,223
209432,85940,9
21544,86270,6
103012,86318,31
104168,86339,37
89686,86412,592
131102,86412,65
109545,86414,41
129008,86829,13
4555,86891,5
143297,86891,7
43379,87060,8
61828,87082,19
123344,87360,5
87317,87518,15
233918,87566,33
87845,87846,229
169191,87928,11
146108,87931,8
25674,87935,13
194922,88058,19
50789,88060,30
15503,88445,394
97287,88652,8
140170,88816,25
50259,88880,22
21673,88941,10
64289,89008,5
2676,89044,33
209432,89348,40
231171,89470,360
245369,89675,42
136892,103998,7
225794,104110,54
9902,104460,45
137023,104463,54
231171,104463,19
113639,104508,6
182262,104531,25
191527,104580,5
61665,104938,6
6941,105029,162
13513,105441,28
63460,105457,9
20718,105971,73
55736,105971,48
111245,105971,7
78121,106058,10
151180,106058,30
167769,106202,7
67589,106561,319
124788,106561,75
43162,107120,6
24962,107513,6
85291,108020,15
83103,108579,32
17476,108927,41
43748,108927,7
18216,109416,21
2072,109545,41
74456,109576,88
87191,109822,6
29144,109836,19
35950,109836,68
63361,110233,13
15869,110369,73
109427,110815,435
125247,111202,16
6941,111245,47
18216,111245,301
123020,111245,41
131272,111245,436
90803,111315,42
233041,111315,28
25674,111590,10
46107,111590,13
82167,111836,22
26409,112062,5
205837,112062,15
123596,112382,5
85539,112398,16
114390,112445,12
127060,113193,5
29991,113318,6
45649,113363,8
209432,113502,129
137993,113730,37
69500,114003,27
85839,114003,22
55739,114038,6
6941,114096,228
18216,114096,87
60629,114474,60
235672,114627,112
239403,114627,12
15503,114713,50
19487,114713,83
41360,114713,7
49322,114713,61
72455,114713,7
220971,114713,21
7164,114817,27
196738,114868,18
69700,115171,6
50777,115828,10
109416,115828,8
123284,115828,167
207414,115828,23
99075,116234,8
178461,116234,10
37826,116524,84
175372,116524,6
96616,116613,7
133943,116628,5
72455,116749,49
231884,117119,19
94131,117167,6
40537,117205,25
19417,117235,29
148818,117235,832
123596,117348,11
46107,117406,15
12520,117484,147
71107,117484,60
95067,117497,16
121375,117584,73
105466,117606,6
236118,118534,26
50763,118726,5
99756,118726,52
89952,119067,16
138668,119087,17
141987,119087,261
85684,119496,28
168919,119656,5
69847,119835,13
79552,119840,37
149475,119840,24
10390,120065,13
218702,120463,5
129313,120550,12
240335,120875,23
21229,120993,38
20433,121250,34
93962,121250,9
141871,121252,6
4678,121347,10
2134,121375,6
179100,121375,13
26444,121461,6
16259,121466,6
164501,121701,8
46208,121828,34
20378,121836,66
11957,122018,60
96616,122050,12
15869,122215,15
16721,122499,22
47004,122607,22
114713,122656,61
6941,123020,858
18216,123020,7
53411,123020,6
21762,123346,10
48849,123409,11
193381,123559,5
7164,123655,7
25524,123809,7
29144,123940,128
10423,124253,27
142469,124310,8
116524,124373,17
111014,124403,9
65158,124681,51
143646,124754,54
202975,124817,42
95437,124883,10
161622,145138,7
20507,145150,5
87317,145150,7
122446,145150,21
37911,145188,12
148597,145269,8
90461,145327,15
245014,145710,29
248403,145718,10
167416,145871,11
90391,146245,16
152209,146587,31
150341,146961,9
230658,146961,8
63062,147003,9
15503,147131,161
83103,147131,29
90461,147131,16
14136,147386,7
212246,147386,5
170476,148202,55
232137,148313,6
19240,148382,10
52454,149149,7
123020,149183,11
113550,149224,8
33068,149440,960
58150,149440,56
158238,149440,8
184934,149515,9
20605,149554,27
15869,149586,56
163409,149797,13
6941,150166,7
20507,150166,106
163409,150166,5
201242,150256,22
114713,150341,9
52725,150497,15
175415,150607,5
207818,151234,9
44216,151552,11
148354,151966,11
84419,153706,6
109346,154241,6
207794,154348,10
174843,154586,8
101354,155097,6
47030,155386,65
145731,155511,27
229420,155623,5
86347,155777,19
98687,155785,62
52857,155978,5
93142,156268,9
38696,156701,6
112348,156709,10
123596,157054,21
15869,157074,69
123344,157476,9
103442,157523,12
90391,157541,18
2134,158238,28
6722,158238,137
41360,158238,118
55716,158238,23
77199,158238,147
97846,158238,210
119875,158238,53
47004,158244,6
88954,158264,27
90461,158264,19
126795,158264,9
40868,158322,8
125485,158543,5
179253,158690,14
170476,158817,165
160879,159101,14
43162,159173,19
96317,159173,42
174779,159263,6
250931,159961,5
87317,160811,19
164954,160914,8
11049,161622,6
1193,161627,8
15869,161653,82
82167,162427,16
90422,162427,9
240941,162884,9
78974,163058,39
231171,163129,6
232678,163129,7
148202,163135,25
202183,163409,12
40411,163591,8
8360,163608,8
48008,163903,6
53599,164237,21
99132,164267,45
180627,164346,22
89470,164804,15
178267,164804,9
201985,164959,6
201759,165299,7
126795,165366,18
148354,165837,6
40411,165913,9
71046,165922,13
15503,165966,61
85293,166123,90
153633,166123,9
151267,166445,7
192830,166538,51
52725,166644,222
147131,166683,8
50777,166981,54
96923,167080,33
185276,167087,23
235161,167094,7
102447,167112,5
129231,167179,26
58739,167416,6
136332,167416,10
102149,167493,6
20342,167554,34
37989,167880,5
18216,168282,11
43162,168282,89
222737,168327,7
147131,168688,5
31713,168726,8
139505,169748,5
112039,170283,39
49382,170409,74
14788,170420,39
4678,170559,37
128428,170609,19
123848,170615,5
4678,170709,252
6722,170709,7
16429,170709,13
6941,170754,6
16462,170754,13
18216,170754,31
49322,133749,13
98731,134611,32
89901,134857,23
47030,134923,297
52454,134923,43
129313,135138,8
31713,135269,16
210575,135402,84
209845,135672,7
39292,135706,6
46107,135856,8
97846,136156,16
88020,136476,52
239000,136500,36
20342,136748,71
63064,136795,12
17476,136937,15
41231,137002,13
177285,137103,5
83955,137141,14
91702,137216,9
14047,137277,149
116946,137648,9
17639,137738,5
100484,137868,401
166981,137933,7
50778,138116,158
161457,138204,9
98642,138474,5
96923,138482,12
52883,138491,17
47004,138503,5
187208,138701,703
212246,138701,122
177845,139142,17
96531,139506,7
19976,139688,232
91702,139706,18
20718,139854,105
119300,140069,42
46107,140318,5
159060,141502,65
179556,141533,5
53712,141851,218
148597,141958,16
80157,142260,18
25490,142528,6
15200,142736,29
66381,142827,11
149440,142827,9
13548,142836,11
17625,143526,5
2290,143586,13
210007,143638,10
124754,143646,50
125158,143975,9
88954,144102,5
81083,144114,11
6941,144321,7
151267,144321,57
57134,144475,7
35086,144553,22
111264,144897,45
10491,145034,6
90391,145034,9
131272,145085,27
143888,145138,137
158264,145188,7
153335,145383,8
110790,145614,38
122622,145710,320
161980,145710,235
19240,145731,32
58739,145871,5
166243,146035,72
87544,146815,8
125849,146815,7
215905,146961,27
12599,147131,22
2072,147251,42
46107,148006,5
138668,148401,10
141987,148401,35
254965,148458,7
50777,148818,66
5244,148953,23
203331,148953,7
18216,149183,18
2134,149249,6
2591,149440,146
183831,149797,13
98258,149924,6
147386,149924,16
47030,149974,8
52857,150166,5
26769,150607,14
91887,150626,8
67328,150755,19
13548,151267,85
116970,151267,7
152984,151267,10
15869,151279,20
236118,151860,8
25674,152000,9
21229,152340,5
61206,152425,12
137002,152471,5
129008,152599,18
40730,152719,31
60690,153055,11
59106,153764,11
121250,153764,104
20368,153810,8
12640,153826,456
52725,154144,31
152327,154210,5
2072,154871,375
118816,154871,40
248914,154871,40
109339,154936,149
146587,154936,44
6722,155444,16
53599,155966,9
231890,156268,14
129008,156357,27
87317,156453,22
15503,156466,25
145650,156466,33
93225,156852,20
93086,156981,6
161457,157081,5
109822,157377,14
153776,158061,9
20718,158238,21
80888,158264,21
183831,158264,28
4935,158690,157
186850,159074,9
12520,159173,121
121250,159173,7
227073,159213,6
169486,159263,9
95234,159506,78
67266,160467,6
174779,160649,14
88954,88058,8
13548,88128,17
183342,88234,5
183666,88554,5
234147,88652,20
240335,88654,5
6722,88802,50
125542,88816,8
163409,88954,11
18216,89354,7
98256,89449,11
170476,89470,288
81627,89675,26
153633,89675,8
6941,89711,30
18216,89711,984
14136,89952,226
4555,89996,10
85911,90289,6
3771,90391,1014
3442,90422,14
6941,90422,9
18216,90422,258
20507,90422,19
45304,90422,185
45649,90448,9
139852,90482,11
232680,90550,7
88954,90768,25
19487,91114,19
27556,91280,10
117584,91375,8
149004,91375,6
93086,91459,5
129008,91791,31
14392,91887,834
111014,91955,23
25674,92067,101
78844,92503,12
154794,93086,42
202923,93086,5
163409,93166,28
109414,93225,14
2326,93316,112
1442,93338,121
124253,93375,10
188834,93703,20
151957,93847,5
129008,93863,91
89323,93903,5
2132,93917,71
14429,93917,69
125247,94612,26
26444,94613,10
127273,94613,17
123894,94657,13
18216,94702,209
129622,94957,6
81932,95002,20
17506,95077,70
29144,95077,36
25674,95220,401
226821,95344,18
190153,95942,16
73698,96146,642
83103,96146,10
8441,96317,23
83711,96317,9
88480,96340,9
226821,96616,85
91459,96665,24
123848,96665,7
219712,97394,11
19976,97403,73
57661,97403,29
245873,97420,10
146085,97515,21
98648,97849,84
8441,97862,10
57661,97862,65
107120,97862,273
100484,98027,26
179253,98027,24
122902,98511,12
45641,98648,51
140030,98648,72
87317,98653,12
137241,99132,111
245014,99132,6
91887,99249,7
63361,99302,7
123894,99362,26
15503,99695,16
111245,99756,10
113550,99984,17
138701,99998,7
164099,100105,12
148354,100369,5
101198,100422,20
112760,100448,15
15503,100572,11
80056,100912,163
17625,100927,27
93917,100927,5
25996,101098,5
101306,101305,17
95077,101350,68
150143,101720,7
15869,101737,24
34149,101873,12
6722,102042,5
52725,102155,26
20507,102947,725
47030,102947,46
25674,102963,13
25524,103243,11
170476,103485,102
77242,104020,5
115828,104110,6
112760,104528,6
134923,104531,12
22412,104596,30
89470,104596,20
122049,104596,38
231171,104596,89
52725,105027,138
145150,105167,35
4989,105513,40
15869,106149,166
43761,106561,8
95598,106680,9
149487,106736,7
88954,107046,37
12599,107120,15
114713,107120,25
